STRAIN	AATT01000295.1	AATT01000296.1	AATT01000297.1	AATT01000298.1	AATT01000299.1	AATT01000300.1	AATT01000301.1	AATT01000302.1	AATT01000303.1	AATT01000306.1	AATT01000307.1	AATT01000308.1	AATT01000309.1	AATT01000310.1	AATT01000314.1	AATT01000315.1	AATT01000316.1	AATT01000317.1	AATT01000318.1	AATT01000319.1	AATT01000320.1	AATT01000321.1	AATT01000322.1	AATT01000323.1	AATT01000324.1	AATT01000325.1	AATT01000326.1	AATT01000327.1	AATT01000328.1	AATT01000329.1	AATT01000330.1	AATT01000331.1	AATT01000332.1	AATT01000333.1	AATT01000334.1	AATT01000335.1	AATT01000338.1	AATT01000339.1	AATT01000340.1	AATT01000341.1	AATT01000342.1	AATT01000343.1	AATT01000344.1	AATT01000345.1	AATT01000346.1	AATT01000347.1	AATT01000348.1	DS022300.1	DS022301.1	DS022302.1	DS022303.1	DS022304.1	DS022305.1	DS022306.1	DS022307.1	DS022308.1	DS022309.1	DS022310.1	DS022311.1	DS022312.1	DS022313.1	DS022314.1	DS022315.1	DS022316.1	DS022317.1	DS022318.1	DS022319.1	DS022320.1	DS022321.1	DS022322.1	TF5a1_Bdvirus
SA-KN3	47.76	23.77	22.45	137.49	27.89	47.54	37.94	124.04	39.04	36.45	20.06	106.85	26.56	34.83	25.72	29.22	32.80	273.25	14.27	1161.26	22.71	17.06	34.68	24.52	14.41	313.84	46.20	331.07	19.77	313.88	31.17	229.11	519.48	21.72	24.86	327.64	47.44	15.25	27.93	16.46	14.81	31.25	436.01	27.98	7.08	301.27	155.15	36.02	38.93	36.71	34.13	35.61	37.25	25.70	39.42	23.14	36.56	24.55	31.80	34.83	93.45	36.69	25.33	31.83	61.73	21.87	24.31	244.45	295.50	1131.93	30.35
SA-KN4	54.39	50.36	27.12	97.87	30.54	55.11	56.73	100.11	32.88	41.89	22.80	75.28	41.44	30.68	26.60	31.84	34.58	56.51	22.90	563.40	26.50	16.92	42.84	39.92	27.95	114.28	36.71	135.97	25.28	252.39	30.86	70.30	154.35	25.43	33.78	180.62	65.08	32.41	37.09	27.12	16.42	39.30	335.37	26.38	29.83	157.47	71.39	37.31	39.88	52.77	37.01	53.91	38.75	49.22	39.55	35.79	49.39	36.55	36.08	57.47	61.85	49.68	23.10	42.59	56.55	25.11	24.78	105.78	308.32	953.84	82.35
SA-KN5	48.92	40.26	26.38	102.07	37.81	52.05	57.61	116.37	18.03	39.62	22.86	86.93	45.89	22.62	31.94	30.71	34.43	85.91	17.43	328.46	24.99	12.70	40.63	36.24	20.44	191.13	45.89	270.59	26.93	341.89	31.84	120.86	264.87	24.05	34.13	231.15	67.11	27.07	33.62	24.06	17.22	33.28	353.27	19.24	27.46	213.98	94.88	40.07	43.67	40.87	39.07	56.29	40.30	41.26	41.11	37.53	42.49	39.62	37.33	50.13	62.07	42.23	23.54	35.92	61.05	24.48	31.19	149.06	269.21	673.34	0.00
SA-KN6	47.24	40.79	26.06	100.80	37.42	51.42	60.77	92.42	31.01	37.70	24.40	78.69	43.47	30.22	32.87	32.62	37.03	76.85	17.16	363.18	26.97	14.39	39.24	33.23	20.73	167.67	52.32	243.39	26.35	181.49	34.03	89.25	301.59	25.19	33.78	166.17	72.68	26.56	35.56	23.66	16.93	37.78	333.92	26.25	25.08	139.18	66.17	41.84	49.86	42.22	40.64	53.27	36.27	42.58	42.64	39.44	42.81	35.26	34.56	51.25	62.03	46.48	32.71	39.69	59.81	25.78	28.19	98.12	274.22	722.34	53.32
SA-NC1	51.13	39.96	28.10	84.11	37.30	53.85	45.96	71.48	38.57	29.14	40.87	63.43	35.52	29.98	34.78	26.12	33.89	48.97	10.36	777.16	47.82	29.86	34.72	33.16	31.81	79.15	48.43	78.46	35.86	129.19	20.83	207.15	172.27	26.67	36.67	79.02	58.26	9.03	28.77	31.06	21.58	35.11	262.78	28.18	27.10	351.85	170.24	40.52	54.40	57.38	41.56	42.45	43.75	42.46	52.75	38.51	42.08	40.28	39.96	43.89	72.46	41.46	46.01	40.81	43.87	30.15	31.95	86.66	366.89	468.78	0.00
SA-NC10	53.78	40.22	31.48	95.07	40.81	68.60	42.05	77.97	33.92	28.34	40.17	69.13	33.85	29.47	40.88	25.23	37.22	42.36	33.52	856.77	68.66	28.04	23.04	31.44	31.21	98.74	64.18	81.44	55.39	157.23	21.78	280.32	204.55	22.16	34.39	100.09	85.52	20.88	32.32	28.56	21.39	34.54	292.51	30.28	30.07	480.69	234.78	40.73	56.53	61.87	40.86	40.48	42.69	42.13	57.89	44.88	40.88	40.90	42.88	44.79	84.22	41.46	41.01	41.21	53.23	32.38	28.08	124.59	372.45	515.29	0.00
SA-NC2	50.52	40.18	29.58	88.28	34.72	54.70	46.38	69.21	37.22	27.64	42.69	64.16	37.53	28.13	33.79	24.71	32.85	40.94	7.51	891.58	44.40	31.49	32.90	35.65	32.03	79.01	45.49	81.90	37.77	133.35	20.36	243.43	178.87	22.74	39.39	76.33	57.69	8.27	31.30	29.30	24.86	37.44	259.56	26.08	29.30	426.10	208.78	40.26	51.06	50.74	40.25	46.55	42.13	42.79	47.87	39.60	47.76	40.45	40.07	44.08	74.82	41.21	40.99	40.45	44.85	27.43	26.28	91.20	360.54	560.48	0.00
SA-NC3	48.27	35.60	27.68	96.80	40.53	50.64	44.95	69.80	31.51	25.07	36.11	62.00	29.04	26.93	38.44	24.40	32.21	47.84	8.72	732.08	46.46	23.43	28.78	27.04	27.81	79.50	52.56	98.44	32.98	163.31	19.68	343.01	220.48	21.59	33.55	81.61	51.92	7.81	26.18	27.27	19.50	29.94	257.00	26.28	25.79	579.77	281.86	36.78	56.24	56.75	36.73	37.06	38.49	39.47	53.72	36.46	37.18	37.38	37.19	40.86	86.02	38.17	37.50	37.91	46.97	30.28	29.39	126.86	347.05	562.76	0.00
SA-NC4	49.74	39.49	42.25	102.01	36.46	56.17	44.74	72.83	34.81	28.28	39.78	61.69	30.50	28.81	38.22	26.06	36.59	46.35	7.49	729.89	48.10	25.97	27.77	28.38	31.53	84.10	43.44	108.82	36.89	171.28	21.63	354.79	233.89	23.11	34.62	87.27	53.06	9.04	27.30	29.30	34.03	32.37	267.63	27.56	25.20	608.20	313.21	40.28	50.53	50.61	40.17	39.42	41.90	42.79	48.01	39.61	40.25	40.11	40.00	44.25	89.24	41.66	45.32	40.96	48.92	27.74	26.55	129.35	340.07	522.05	0.00
SA-NC5	60.15	39.46	26.52	73.85	42.77	44.48	47.10	66.32	36.09	22.40	28.99	57.14	35.86	27.42	44.75	26.53	37.02	52.54	22.27	615.15	32.54	27.46	38.41	34.27	30.39	68.53	57.71	81.59	38.38	105.54	19.58	163.57	160.45	23.18	35.22	80.40	58.68	8.44	31.49	37.45	18.61	32.94	253.14	30.55	26.50	262.75	132.77	40.43	60.94	60.66	40.37	47.39	41.85	43.59	54.33	40.27	45.42	43.86	39.72	43.73	63.48	55.96	30.29	55.30	47.06	30.78	33.71	65.34	348.15	518.01	0.00
SA-NC6	45.12	35.12	27.24	72.94	37.71	41.98	42.33	62.17	33.17	20.03	38.91	53.12	36.74	25.46	36.68	25.13	30.37	45.69	23.39	646.94	28.53	25.83	28.84	33.91	28.29	63.60	48.29	82.03	33.33	123.72	18.31	233.94	181.73	18.57	29.95	62.84	52.47	7.38	26.14	35.19	19.27	29.72	275.38	26.14	27.96	413.38	191.15	36.58	52.08	54.67	37.34	44.90	38.10	40.34	40.59	36.18	41.28	45.48	36.20	39.75	69.89	38.50	24.97	37.73	44.92	23.23	29.95	84.08	348.05	426.32	0.00
SA-NC7	46.26	38.74	27.78	73.42	40.14	50.80	37.73	80.95	32.67	26.17	35.70	54.64	30.35	26.44	42.38	22.91	33.95	37.85	31.90	537.87	49.11	25.70	29.62	26.53	31.04	118.03	54.34	60.30	38.50	147.37	20.77	58.68	148.61	21.90	30.89	154.04	57.55	18.79	30.89	25.32	21.44	31.58	266.22	30.83	24.48	81.23	63.54	38.27	57.68	57.57	38.17	37.53	39.34	39.23	44.68	38.20	38.26	38.24	37.36	41.25	62.95	39.01	37.23	38.40	46.27	25.39	26.26	124.63	345.68	510.57	0.00
SA-NC8	46.07	35.95	27.41	101.62	35.24	50.22	36.32	104.62	30.98	15.66	34.86	76.07	27.01	25.12	46.14	21.41	32.17	83.86	27.43	384.26	44.73	21.60	32.34	24.96	29.05	102.03	50.78	221.31	31.88	262.07	19.06	137.43	331.64	22.90	33.78	263.10	51.34	18.52	28.09	27.32	19.26	29.97	286.18	26.64	25.57	211.58	176.16	35.96	54.72	54.34	35.86	35.56	37.40	37.14	50.72	35.55	36.11	35.81	36.59	39.28	74.97	38.74	35.82	38.15	49.13	28.53	22.31	113.58	335.92	494.43	0.05
SA-NC9	50.50	36.06	28.61	81.32	38.20	56.31	38.86	71.47	31.07	26.19	36.36	60.47	38.13	25.34	38.45	23.21	32.03	36.75	25.71	632.83	54.69	24.31	22.68	34.16	28.36	88.21	52.50	69.79	43.20	129.97	20.17	198.11	171.05	22.05	32.60	90.72	64.07	18.13	36.37	24.36	23.16	30.49	264.81	24.97	24.91	335.27	165.02	36.83	54.20	55.85	36.73	46.23	38.28	37.81	49.45	46.50	37.12	37.01	37.96	40.29	70.55	42.10	37.16	41.92	45.64	28.21	29.00	101.10	355.81	450.68	0.00
SA1d_ZA	165.64	136.43	101.20	325.56	108.06	166.40	164.06	331.86	120.24	134.13	84.52	281.13	106.10	117.15	106.54	110.48	117.12	211.46	56.73	392.39	81.49	69.74	133.80	107.69	73.77	483.57	146.90	513.40	101.59	675.84	111.99	306.56	508.57	83.39	115.52	563.14	205.22	91.76	134.27	87.68	73.57	146.45	817.40	96.07	85.40	350.45	244.43	126.70	139.29	137.91	129.45	136.36	125.20	137.02	135.51	119.24	140.12	103.16	124.85	159.91	210.79	141.33	109.51	121.67	190.99	85.25	94.72	415.29	985.71	540.68	252.04
SA3e	87.81	66.93	48.69	191.38	72.21	99.58	101.58	157.03	53.61	71.37	44.72	141.86	62.83	51.70	64.96	59.06	63.87	205.72	38.77	1270.57	45.45	30.41	71.78	53.69	32.01	362.65	97.03	535.74	48.33	465.13	61.27	162.48	862.36	50.45	52.67	519.72	115.66	39.26	57.66	40.25	28.88	59.35	614.77	49.01	53.20	262.22	151.90	68.98	80.40	87.60	80.19	84.85	69.95	68.97	69.95	63.67	71.78	66.74	69.82	82.25	132.55	71.35	48.52	61.13	98.50	43.15	54.50	276.69	510.71	1749.24	25.47
SA4c_ZA	207.43	145.79	124.63	415.52	156.00	210.10	194.40	392.83	130.77	169.44	107.56	371.23	116.25	128.27	149.73	135.31	140.63	350.13	61.71	671.63	96.87	83.35	191.78	117.38	85.58	769.37	253.43	991.14	134.98	668.69	148.37	478.25	1314.85	120.36	127.01	628.29	229.41	111.92	154.90	98.15	86.01	181.51	1177.82	111.06	91.13	527.78	389.17	146.23	221.86	151.66	146.42	150.11	152.50	151.44	153.33	142.64	153.04	147.49	141.69	184.43	257.46	152.51	91.77	135.76	226.83	98.77	131.62	518.29	1263.74	905.47	51.93
SA5c	80.42	58.99	42.13	152.75	74.19	81.10	92.03	147.75	42.58	57.75	37.49	116.83	49.83	45.77	60.61	49.16	51.39	196.28	23.24	1674.19	39.37	24.51	60.02	44.24	27.32	298.93	68.41	422.86	42.11	280.17	48.42	177.60	471.39	40.98	47.28	264.00	101.36	36.45	49.79	35.27	26.91	49.83	498.28	37.91	35.01	283.69	115.96	56.63	62.95	60.33	56.05	68.17	57.95	52.64	59.27	53.19	58.00	48.82	54.22	70.64	98.43	78.34	45.57	66.79	86.00	37.27	50.76	172.83	419.83	1886.10	24.93
SA6e	96.58	70.51	52.05	171.00	76.81	95.66	112.81	161.37	57.98	76.16	45.04	130.12	61.07	59.00	66.75	60.72	67.56	137.79	40.90	527.98	48.18	33.39	77.36	48.41	28.55	321.93	86.93	462.78	56.83	318.78	62.14	151.27	536.35	51.40	53.98	271.39	124.20	38.04	55.74	45.24	32.24	66.85	631.10	55.37	32.20	275.83	114.07	71.91	86.92	93.42	73.75	77.27	73.36	57.15	74.93	69.15	76.03	72.01	68.13	88.15	114.84	92.95	52.80	79.15	99.80	46.57	60.31	177.60	525.27	640.59	29.41
SCH_CH	49.21	67.18	32.65	157.73	74.44	74.63	75.20	141.79	64.56	78.08	73.98	120.09	57.04	53.31	81.31	46.68	80.91	100.31	61.56	344.04	63.24	49.76	55.30	66.51	61.10	174.77	104.26	238.39	78.78	342.73	47.86	1003.90	296.55	39.44	79.96	132.42	108.61	41.51	62.16	85.51	13.52	75.84	538.06	61.77	46.00	806.64	368.69	75.54	104.04	79.29	75.51	75.22	77.82	77.33	77.85	73.78	74.26	73.68	72.29	81.13	143.60	76.19	40.44	68.79	94.67	45.75	54.19	116.57	800.72	448.43	0.00
SFBC014_GB	120.31	84.93	89.32	217.47	101.42	92.02	82.11	230.02	85.58	76.15	100.88	207.57	76.29	66.50	115.66	66.60	88.27	144.96	68.91	224.70	82.75	69.93	77.36	86.77	69.90	257.91	134.38	323.89	88.35	424.22	60.56	895.91	427.78	69.58	102.11	272.40	121.47	60.83	72.02	103.97	53.48	86.35	723.18	66.68	60.52	1473.64	780.81	88.86	128.99	137.25	90.73	97.11	95.41	93.02	123.35	89.10	91.72	88.42	98.31	99.62	207.42	91.20	91.73	94.30	126.47	76.45	59.39	320.59	988.52	202.94	0.07
SP10_IT	117.18	94.35	76.61	276.81	82.83	80.03	94.55	217.94	98.45	79.28	75.61	190.82	92.66	71.34	103.30	62.50	123.30	169.98	55.82	702.84	84.71	78.34	63.80	81.31	75.28	252.77	116.42	365.60	94.55	457.32	81.26	765.46	425.29	48.18	83.52	308.84	139.44	105.21	78.96	110.80	66.20	100.18	815.45	97.25	79.10	1264.70	533.96	110.04	122.41	111.25	110.71	109.99	110.69	109.07	110.49	109.03	109.09	115.91	103.37	116.57	212.49	111.71	98.55	103.03	132.90	55.65	64.48	291.02	908.14	719.16	0.16
SRS812	31.41	28.17	24.19	147.32	33.03	38.72	46.84	131.54	32.47	35.62	35.23	148.45	23.57	36.80	34.25	26.21	35.83	190.53	10.68	219.52	36.59	30.35	28.05	28.91	31.93	198.24	38.75	429.31	33.92	311.14	38.56	450.81	366.30	20.58	48.04	370.59	44.42	24.48	31.44	29.84	31.83	36.09	234.51	32.15	8.95	573.74	258.25	31.30	35.07	33.89	32.22	32.58	33.98	34.31	36.07	31.47	33.75	31.23	32.61	37.22	91.11	32.91	36.13	26.12	68.93	22.87	33.28	170.82	382.10	216.20	0.00
STR3_CH	55.42	47.94	18.62	379.63	48.99	61.07	62.83	188.38	49.45	60.21	50.65	184.35	39.32	27.45	44.47	33.32	54.69	222.82	25.90	213.79	47.31	42.11	34.68	44.88	44.63	238.52	61.63	1017.99	50.99	480.31	31.88	724.72	977.26	18.84	58.11	709.05	76.79	12.01	39.57	40.07	28.84	56.37	435.56	42.04	34.72	1611.20	152.67	49.16	63.38	72.49	52.71	52.49	54.68	57.83	62.84	48.11	52.90	52.17	48.74	59.29	172.42	56.81	51.09	49.95	108.45	33.73	47.05	220.61	625.44	247.30	0.00
SWED-40.5.04	48.81	40.66	15.84	110.49	43.76	40.49	43.31	76.26	36.69	41.05	37.90	70.90	31.52	27.78	46.48	25.10	37.91	46.06	19.11	903.15	31.15	27.14	20.95	23.20	32.75	110.07	54.47	112.44	36.39	158.08	21.49	236.75	259.25	13.90	37.49	124.66	59.26	21.23	31.78	28.85	21.05	32.05	280.07	29.95	28.45	384.62	270.09	41.49	61.53	43.00	40.97	40.62	42.73	42.46	59.89	40.51	41.56	41.06	40.37	45.40	82.31	41.73	23.61	41.59	50.44	33.98	32.17	125.13	362.83	757.22	0.03
SWED-40.5.13	46.70	43.79	15.17	122.53	38.03	40.95	43.33	82.92	39.22	42.69	40.54	76.28	48.08	30.48	35.09	28.73	37.69	43.80	23.22	898.65	33.85	28.06	29.77	32.71	33.98	112.99	46.46	136.44	41.49	163.03	21.79	295.01	308.89	23.68	39.21	103.25	63.04	23.68	34.54	30.63	14.98	37.17	287.70	31.16	31.94	452.58	311.65	44.01	51.19	50.13	43.91	58.84	45.60	45.69	45.12	43.38	44.16	43.88	42.96	49.12	85.82	44.99	29.18	44.41	53.83	26.10	29.46	114.97	377.49	675.72	0.00
SWED-40.5.14	50.13	39.38	14.24	99.78	41.03	36.49	43.03	83.71	46.62	36.49	38.82	64.76	44.80	41.88	41.53	22.44	34.17	51.16	19.07	1118.11	31.95	30.20	27.81	27.89	31.65	104.04	50.65	106.19	35.21	151.85	22.72	223.33	236.08	22.75	37.72	130.85	55.62	21.64	31.15	25.36	10.42	30.59	264.04	31.59	27.04	353.87	267.47	40.03	58.55	44.20	39.63	55.22	41.27	41.44	41.66	39.39	40.03	40.17	39.06	43.40	86.83	40.61	24.87	40.35	49.44	24.10	31.27	101.35	352.18	780.57	0.00
SWED-40.5.17	49.43	40.06	16.51	150.20	39.66	39.96	41.06	89.90	36.51	38.44	38.87	82.99	31.28	27.38	43.27	25.03	35.39	43.97	31.32	676.88	30.56	28.60	30.83	23.27	31.97	150.96	55.28	180.93	35.95	239.51	19.65	393.21	418.04	21.86	33.00	148.87	60.24	20.98	31.97	27.78	18.28	29.97	342.67	30.22	26.39	642.31	429.44	40.49	59.18	60.17	40.00	40.73	42.07	41.58	41.32	39.97	41.06	41.05	39.85	45.11	106.52	41.80	38.59	41.54	59.08	23.20	30.65	189.32	380.11	587.25	0.00
SWED-40.5.22	45.30	38.19	13.67	116.06	36.97	35.76	39.56	67.16	31.15	34.06	34.67	66.56	29.62	25.20	32.96	22.99	33.87	46.13	26.51	1006.91	27.89	24.24	20.45	21.74	27.86	101.27	46.16	126.24	35.35	182.40	20.49	373.66	303.43	14.03	30.11	82.10	49.26	19.73	27.18	27.95	19.06	27.94	278.02	28.50	26.16	595.90	396.15	37.85	51.98	51.85	37.57	37.44	39.22	39.60	38.93	37.56	37.76	49.09	36.90	41.09	86.86	40.59	26.50	40.10	48.89	21.73	30.62	105.85	317.49	821.56	0.00
SWISS_IT1	104.95	86.94	62.30	191.72	69.67	89.58	80.01	142.59	67.81	66.24	81.00	126.65	72.90	56.19	66.94	58.29	79.04	78.81	17.19	763.02	66.73	54.55	57.73	77.70	66.07	166.46	85.21	165.26	73.39	265.96	43.02	651.56	392.71	42.67	59.08	137.10	113.56	44.76	79.81	63.92	48.21	76.93	589.13	56.39	63.62	1063.42	800.60	87.33	91.35	106.55	87.94	91.54	95.26	89.72	89.52	76.97	91.38	87.77	85.51	95.57	163.69	92.78	80.35	91.82	94.66	51.13	48.31	157.48	794.42	647.48	0.00
Sample_55883	40.51	21.60	31.93	61.82	24.21	24.16	22.75	76.68	18.10	21.66	21.96	60.58	17.12	49.35	30.45	14.57	25.55	58.93	30.81	723.50	26.46	15.04	20.35	13.92	24.73	68.48	31.11	129.30	27.58	105.30	14.33	90.57	134.35	11.77	24.93	78.56	41.56	19.83	23.87	46.59	16.39	24.79	196.86	24.18	9.21	137.28	112.02	25.38	32.19	33.52	24.28	24.70	25.42	23.45	25.67	24.02	23.09	24.32	22.54	27.94	47.52	24.44	21.75	27.22	35.59	14.66	29.36	72.22	390.73	657.74	40.18
Sample_55887	75.55	42.04	68.69	126.04	66.60	54.31	46.72	206.36	42.94	50.77	37.28	108.03	40.29	77.00	57.11	45.37	44.91	133.87	31.14	1517.10	69.45	39.01	47.91	23.87	47.81	202.11	72.85	315.33	59.65	218.30	44.39	188.46	290.35	45.80	73.74	202.03	78.25	27.76	61.91	112.29	35.47	67.64	492.62	42.89	38.79	310.77	211.18	51.61	77.21	70.35	50.52	52.69	51.67	49.71	72.37	50.46	50.17	67.63	48.00	56.75	96.98	52.26	46.63	47.15	79.96	35.22	66.19	128.35	477.21	1193.06	144.85
Sample_55888	78.33	53.38	42.78	156.46	58.15	68.04	66.89	155.59	60.01	70.29	60.39	103.55	51.21	47.31	62.88	38.03	56.78	83.58	15.01	792.34	54.68	46.80	47.82	53.06	55.14	178.17	72.60	211.39	57.28	370.88	62.04	544.93	355.49	33.47	56.93	269.39	78.87	36.97	48.77	38.57	33.53	51.03	450.77	46.32	48.00	730.16	345.37	57.89	72.36	81.64	58.11	65.37	67.40	68.72	60.85	57.34	60.98	65.24	58.79	64.65	134.51	66.36	52.52	65.21	88.67	35.84	45.01	210.11	601.57	800.11	0.00
Sample_55890	55.66	41.17	38.12	108.89	48.02	45.55	48.99	102.25	44.87	24.26	45.08	90.03	32.54	28.70	53.15	31.01	44.95	87.47	20.89	573.23	39.29	34.74	41.21	57.25	36.01	113.38	62.42	186.42	43.55	252.77	28.65	526.81	211.99	26.38	48.48	112.33	60.21	26.53	35.86	39.69	32.46	42.88	389.51	35.60	15.85	719.65	431.58	44.06	63.78	47.82	44.23	54.31	46.21	45.39	45.74	43.58	44.54	45.67	43.64	48.43	101.38	44.74	44.68	44.41	62.97	27.03	33.99	140.70	440.46	633.52	0.00
Sample_55898	48.65	34.96	39.29	106.48	49.24	56.22	37.36	216.29	45.56	40.88	26.75	109.95	18.80	36.39	43.91	30.35	35.65	144.89	18.72	1053.12	42.33	29.78	36.38	31.09	35.06	150.12	72.27	447.49	39.74	244.94	34.36	250.04	301.53	31.43	56.84	297.33	61.90	18.26	55.02	71.95	28.22	50.91	341.70	32.34	29.69	396.33	211.39	35.80	49.32	49.34	35.86	46.93	38.06	37.22	41.56	34.95	37.67	36.16	36.32	43.57	87.20	37.84	30.86	32.47	66.67	22.67	51.18	195.89	255.31	952.20	47.33
Sample_55902	109.03	74.47	83.54	224.57	101.40	112.78	76.29	380.21	92.31	82.94	63.41	234.08	38.45	93.14	96.65	76.24	69.68	325.62	39.19	1154.59	96.84	66.37	71.89	65.18	81.02	418.87	123.64	652.61	95.78	517.10	73.05	478.92	489.31	60.58	119.66	443.98	139.14	46.14	98.68	136.60	64.68	108.22	518.60	69.47	69.57	722.84	433.46	74.81	97.44	94.30	76.51	83.27	80.51	84.43	92.04	76.02	79.13	80.14	78.87	93.95	171.38	91.77	77.11	75.95	141.92	53.93	99.48	340.29	545.90	1056.33	49.67
Sample_55904	85.27	52.15	66.51	151.75	77.23	88.27	55.66	248.79	66.48	65.02	48.61	157.30	42.32	60.16	70.97	54.65	51.63	209.55	32.17	1275.72	70.94	47.38	58.89	46.54	56.04	185.35	109.70	400.18	67.64	308.83	59.15	266.35	437.15	52.23	89.10	246.26	105.74	34.00	83.34	96.00	45.86	83.61	386.06	48.02	46.55	468.16	251.68	56.80	78.09	75.50	59.54	61.85	59.31	58.88	62.40	54.67	58.63	51.66	57.32	67.87	113.64	58.93	57.84	52.80	95.32	38.63	73.16	213.76	392.01	1004.74	0.00
Sample_55933	69.15	44.08	52.02	106.89	85.90	62.92	51.27	161.21	48.13	50.65	40.06	95.00	24.51	52.81	72.37	46.65	46.56	119.60	24.51	2744.28	64.39	35.67	46.31	29.66	46.54	174.79	78.25	254.96	59.88	180.78	44.80	154.08	209.88	43.82	67.99	172.22	84.23	28.66	66.05	81.41	36.92	63.50	336.63	35.64	36.91	254.38	125.53	52.81	58.34	61.75	51.10	52.36	52.52	51.72	53.17	49.67	51.87	50.29	49.32	55.51	81.39	51.77	46.57	44.90	71.97	32.13	71.67	94.77	298.96	2079.25	70.35
Sample_55935	67.16	53.55	57.18	187.45	60.59	61.11	53.39	238.67	66.92	50.96	37.11	133.33	28.83	62.13	57.00	46.14	56.03	282.26	30.77	1749.18	54.73	42.77	43.34	44.53	58.59	439.81	82.25	514.44	54.55	513.20	47.20	286.20	179.13	40.32	73.14	411.06	88.56	33.77	63.55	100.09	38.59	67.85	491.86	48.13	48.74	557.82	362.92	62.02	66.58	59.45	59.18	67.32	60.94	59.25	66.51	58.32	59.57	57.29	54.53	65.50	134.43	59.46	52.31	50.08	108.27	30.80	58.97	266.14	398.32	1499.90	89.41
Sample_55937	50.38	31.89	45.30	126.42	58.97	47.10	38.68	161.04	39.72	39.11	26.51	93.52	20.36	60.05	48.72	28.24	35.11	165.57	25.45	2006.23	45.14	25.00	32.77	28.25	36.95	306.18	52.80	329.60	43.11	321.31	33.33	166.94	126.61	28.05	58.45	261.41	59.07	21.84	47.44	79.64	25.24	45.24	406.28	36.40	29.27	332.06	255.32	39.96	50.63	50.64	38.67	42.51	39.43	37.78	44.26	37.97	38.37	36.82	35.33	43.98	92.03	38.37	34.24	33.37	73.88	21.49	53.37	171.48	382.97	1581.32	85.24
Sample_55945	73.99	28.07	36.23	92.79	53.90	35.78	30.53	141.15	40.35	64.80	25.79	96.84	21.00	203.05	56.17	30.26	30.90	137.24	35.98	2791.85	32.43	38.31	38.87	20.65	37.67	133.85	68.22	327.03	29.22	239.95	47.09	229.61	323.31	28.93	63.74	178.25	45.29	40.89	32.33	64.16	30.39	74.15	295.05	51.22	45.23	387.55	163.86	35.23	53.48	46.64	33.62	34.98	40.88	43.48	37.45	23.74	34.72	24.10	35.82	39.65	80.75	35.75	26.38	53.14	71.72	28.25	47.91	141.82	631.73	1017.94	85.08
Section_Line	6.67	6.00	8.84	60.34	13.79	13.67	14.38	105.31	10.92	13.55	12.62	81.02	4.98	16.39	13.18	13.51	7.41	148.61	5.64	142.27	10.15	12.26	7.62	9.06	9.45	235.55	14.90	570.46	10.75	631.44	9.11	624.72	607.82	4.81	15.19	699.13	20.27	2.34	3.67	6.50	9.99	8.50	152.22	8.62	2.24	1267.83	127.84	6.72	12.30	11.64	6.80	7.30	8.63	10.94	11.81	6.64	8.32	10.50	8.04	9.15	90.55	7.74	8.22	4.94	45.30	6.86	11.75	145.15	183.28	109.66	0.00
Sora	56.17	38.44	37.28	220.59	44.04	36.20	50.47	150.79	43.75	36.97	66.06	114.98	39.53	39.97	43.22	38.02	40.99	153.32	17.66	781.01	49.79	32.68	34.15	38.42	36.04	365.42	32.67	376.35	44.70	840.74	39.66	1042.45	1005.39	19.73	39.44	502.89	77.59	23.67	20.41	24.17	30.34	36.54	402.20	33.54	39.27	1991.33	469.01	43.61	49.26	45.73	42.47	43.32	46.47	44.10	46.91	42.35	44.06	44.05	43.04	49.30	200.82	43.30	42.25	44.87	92.52	27.16	34.44	437.58	701.44	731.10	0.00
TER_1.1	89.18	86.26	74.16	256.06	75.03	84.71	73.05	145.69	78.89	63.78	84.34	154.56	67.02	64.59	53.36	56.73	75.10	103.24	38.55	1009.17	90.16	55.57	50.50	70.80	68.36	192.38	90.61	256.91	86.14	378.06	51.51	959.86	652.19	47.97	106.41	131.76	122.13	70.09	43.85	62.07	47.66	79.60	702.80	57.91	58.63	2455.59	747.48	87.02	92.02	92.43	85.55	86.91	93.44	88.25	89.39	85.56	87.05	86.33	88.61	95.51	228.61	88.45	86.91	80.01	95.55	53.72	53.27	315.76	753.57	998.77	0.00
TER_3.1	63.57	52.61	47.86	150.40	53.26	50.11	50.64	94.86	48.29	39.18	63.87	104.04	49.68	48.89	39.40	36.92	60.27	82.23	39.16	2689.60	55.89	30.37	31.52	53.52	45.44	129.38	57.61	155.03	45.52	217.67	27.31	436.33	333.11	30.58	66.46	102.27	68.45	51.69	32.26	48.72	29.57	61.51	438.63	30.59	49.37	995.51	323.22	67.47	64.62	82.01	59.83	63.60	56.86	60.98	65.47	47.51	69.61	52.80	64.47	59.16	119.41	61.67	54.28	57.09	62.07	39.44	40.85	139.58	526.35	2540.28	0.00
